estado,cidade,local,endereço,bairro,cep,tipo_de_material,horario_seg_sex,horario_sab_dom,tipo
MG,Belo Horizonte,Pontos verdes,"R. PRINCESA LEOPOLDINA, 485 - ÁREA INTERNA DA GELU NORDESTE *",IPIRANGA,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"RUA WILSON MODESTO RIBEIRO, 155 *",IPIRANGA,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AVE JOSÉ CLETO, LADO OPOSTO A ESCOLA MUNICIPAL MAJOR DELFINO DE PAULA RICARDO",SANTA CRUZ,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"RUA GENERAL ASTOLFO FERREIRA MENDES, LADO OPOSTO AO Nº 51",SÃO PAULO,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"RUA CODAJÁS, 45, QUASE ESQUINA COM RUA SÃO JOÃO DA SERRA ***",SÃO GABRIEL,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"RUA GEORGINA DE PÁDUA, COM RUA MARIA FERREIRA DA SILVA",FERNÃO DIAS,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"RUA QUEBEC, COM RUA PADRE MANOEL BERNARDES",ALTO DOS PINHEIROS,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"RUA GRANITO, ESQUNA COM AVENIDA PRESIDENTE CARLOS LUZ",APARECIDA,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV. VILARINHO COM AVENIDA LIEGE, Nº 10 - GELU VENDA NOVA *",JARDIM EUROPA,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,RUA EMBAIXADOR JOSÉ APARECIDO - SHOPPING NORTE *,PARQUE SÃO PEDRO,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV. ÉRICO VERÍSSIMO, 1.428 ( EM FRENTE A REGIONAL VENDA NOVA) **",RIO BRANCO,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,AV. COSTA DO MARFIM (ÁREA EXTERNA DO PARQUE ESTRELA DALVA),HAVAÍ,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"R. D. OSCAR ROMERO ,CONJ. HAB. HENRIQUE S. ARAÚJO (HENRICÃO)",NOVA GAMELEIRA,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"R. BELFOR ROXO, 215 (CEVAE) - ÁREA EXTERNA",NOVA GRANADA,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"R. BELFOR ROXO, 215 (CEVAE) - ÁREA INTERNA",NOVA GRANADA,,"Plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"AV. BARÃO HOMEM DE MELO, 300, URPV (ENTRADA PELA R. CACUÍ)",NOVA SUISSA,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,AVE CAPIM BRANCO ESQUNA COM RUA MONSENHOR PAULO,VISTA ALEGRE,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"R. CONSELHEIRO PIRES DA MOTA, 205, GERLU OESTE - ÁREA INTERNA",SALGADO FILHO,,Vidro,08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
MG,Belo Horizonte,Pontos verdes,"R. CONSELHEIRO PIRES DA MOTA, 205, GERLU OESTE - ÁREA EXTERNA",SALGADO FILHO,,"Vidro, plástico, metal e papel",08:00 - 18:00,08:00 - 12:00,Prefeitura de Belo Horizonte
